"Accession","4087_10_255_LT","4088_12_259","4089_24_270","4107_44_268_LT","4095_2_265","4096_15_260","4090_22_302","4091_23_282","4092_1_308","4093_3_316","4094_14_320","4108_42_297","4109_34_301","4110_18_311","4111_29_305","4112_35_321","4113_17_277","4114_21_267","4115_25_275","4116_20_286","4127_39_304_LT","4128_33_280","4129_31_314","4130_52_331","4131_47_251","4132_55_269","4133_51_258","4134_37_287","4135_45_303","4136_43_299","4147_64_330_LT","4148_62_324"
"A0A3Q1LP42|A0A3Q1LP42_BOVIN","534256.0416","389262.1952","368041.3367","621623.6322","1242789.934","501096.7048","801248.5766","744910.043","379331.2754","303079.2195","571584.4577","268669.7598","481782.9164","363819.7776","773376.7311","485389.9728","456171.1679","576388.6026","609691.5762","607149.0598","1150518.308","137274.6851","979575.6207","592758.9938","563029.6742","762349.672","315717.9683","770435.0968","540252.3056","424889.1972","448599.4837","511803.2645"
"A0A3Q1LWF3|A0A3Q1LWF3_BOVIN;F1MPR3|F1MPR3_BOVIN","4707765.303","2412437.544","514366.0574","1625631.109","3730327.29","413586.2865","3707770.992","4468515.446","3491319.038","430693.3081","7461828.464","1715469.423","418607.3428","3370055.436","2937826.01","1885092.203","5089569.451","3564539.239","1647724.564","4233338.99","3766935.569","403194.4582","4143870.5","4561717.815","4181480.793","5262028.721","3094785.137","1663170.13","462905.9381","2521104.433","648704.2904","4207185.873"
"Q7SIH1|A2MG_BOVIN","194558.5546","66067.90464","69340.72244","48910.09278","143610.8383","94441.70279","116649.516","51019.40574","37979.54105","162339.7541","71173.08812","37898.84619","85682.25192","31991.93087","62850.98236","87317.22801","30873.20549","94408.48938","61849.80101","42699.89748","88251.46935","20743.24473","302125.2435","116160.1335","69918.18883","29779.36971","36948.17561","12846.651","137038.7545","94837.35442","265727.0696","82338.09017"
"F1N2F2|F1N2F2_BOVIN;Q3SZ62|PGAM1_BOVIN;A0A3Q1MLW8|A0A3Q1MLW8_BOVIN","47601432.87","47769452.01","43127245.38","48596141.74","41966577.46","33794670.57","38775584.33","46534271.56","55764514.71","41240155.49","44761730.44","58606108.57","37836551.58","48433462.6","62208863.42","59971633.63","48351023.63","51505004.56","48522374.96","48929716.82","39507383.79","49287899.88","33244590.57","49411522.03","31883748.02","40318576.93","44482120.84","65220554.68","49625721.83","46575581.57","38883177","38563705.46"
"Q02379|NDUS5_BOVIN","13132.0397","8527.134492","7326.438871","8894.468641","25710.14154","35678.36613","11822.24647","12977.29291","5268.626683","10609.14285","12155.87142","7067.318094","10865.4883","7253.103772","8199.61769","9975.701372","11443.86517","6972.895372","5118.541222","7381.268345","11097.06501","9156.329885","23392.20056","16467.45855","12374.26776","13129.80202","22187.40876","5698.728942","6545.498765","14172.98759","6516.1015","10200.33087"
"F1MMZ4|F1MMZ4_BOVIN","17471.24013","28278.86864","5703.095652","21827.35337","4880.537104","15550.56819","7780.377709","18435.10289","26986.54763","12991.89565","14477.77228","4797.633815","1681.092678","3486.174974","5387.188134","7861.857205","2459.211154","34714.55711","9078.456705","17781.8052","17776.91167","12049.91103","23106.50232","7688.741516","37693.6938","34613.5903","54746.35775","25668.48419","4426.384828","15043.69191","0","62664.46009"
"A0A452DJA8|A0A452DJA8_BOVIN;G3X8C8|G3X8C8_BOVIN","630867.6747","368879.868","448498.5826","628112.6029","595007.164","1097125.919","679876.6989","153194.1394","276507.9091","250421.5632","666671.6372","567593.6739","484151.0527","615114.2697","356167.2702","428660.2721","640135.5901","369365.8303","427318.4742","757762.0574","521943.4438","527081.7072","678933.0439","450324.4069","648223.6103","512794.2132","493339.2224","457664.2081","330303.4479","500799.7686","1366030.524","609356.392"
"P48644|AL1A1_BOVIN;E1BDG9|E1BDG9_BOVIN","879054.5659","1241812.25","1018859.252","1024442.197","1039474.714","1253559.887","1054748.446","919922.982","748162.709","572895.8741","816572.0983","675085.9334","1436710.75","834943.7869","1878034.552","1138730.932","1268718.426","2251217.082","1086046.592","833494.0282","1000298.396","1083507.499","1450172.152","977180.2074","704461.3694","1648524.85","1101054.817","903785.8661","788459.3736","696946.2029","912644.6311","1130208.472"
"A0A3Q1M051|A0A3Q1M051_BOVIN","339954.8502","346280.5118","289790.6738","402996.6312","414969.526","352238.9025","340383.9096","406427.4527","407841.0686","226707.2732","277958.881","308310.2787","452490.4032","441697.5555","423631.4206","318912.5344","372730.217","400243.9659","336386.4151","321461.0328","271067.1942","278271.9167","346868.9418","371441.3782","361001.7862","428349.3704","420180.1241","324495.6094","286512.0529","373927.666","230926.4519","322986.5275"
"E1BED5|E1BED5_BOVIN","4088648.164","4243902.99","4100234.824","3758898.319","4372969.205","4386990.68","3113953.936","3733850.585","5788058.429","3457311.293","4800556.02","4092448.613","3219414.915","4253300.611","4002475.471","3346086.811","4358995.245","4397390.376","3619882.181","4296618.493","3482058.572","3676649.387","3197416.297","3749626.733","3492793.709","3701313.415","4559729.766","4302540.509","3225996.535","2982889.188","4218328.984","4318704.564"
"A0A3Q1N1N9|A0A3Q1N1N9_BOVIN","105557.2649","60895.58502","46235.0188","73994.27398","111211.9054","84700.30533","79955.36613","101051.781","83432.5018","96471.03776","184035.8647","291920.2558","68530.96345","162969.1132","193774.5207","170223.1515","81584.7087","87514.18609","95555.74718","153660.8481","17198.38912","91537.91016","85570.10849","73485.50446","60889.6836","122824.9406","40712.96712","34953.36159","178610.1534","89010.83004","135687.9383","88744.4003"
"Q3MHM5|TBB4B_BOVIN;Q3ZBU7|TBB4A_BOVIN;A0A452DI48|A0A452DI48_BOVIN;A0A452DIL8|A0A452DIL8_BOVIN;Q2HJ81|TBB6_BOVIN;Q2KJD0|TBB5_BOVIN;Q2T9S0|TBB3_BOVIN;G3N1W7|G3N1W7_BOVIN;A0A3Q1M442|A0A3Q1M442_BOVIN","6282213.851","6243233.924","3579013.784","4800998.999","6029658.485","3562552.399","8225550.434","7947406.767","5841006.165","3998388.523","7218525.254","5520082.905","3941907.518","5691610.792","6652835.493","6684673.871","8023701.547","6795511.196","5629649.921","7358030.555","7062885.645","3225838.846","5897319.471","5879864.138","5500799.891","7250696.573","4770362.201","4608753.827","3713778.56","5546280.884","3470633.913","5632334.549"
"P13620|ATP5H_BOVIN","1555235.091","790092.3733","841703.1228","297960.7448","1316678.009","2278147.046","1414463.425","614649.9662","304519.6104","1060594.794","1479746.604","922236.5943","976106.0875","1011504.834","390583.2374","1092615.892","2090161.582","1798181.937","313927.5949","2156077.402","1905417.845","946603.3529","2295183.424","1710298.95","1401172.8","1890237.513","2236650.143","351156.0262","591356.4531","987409.2152","1388299.719","1612573.764"
"A5PK45|GT251_BOVIN","162426.5205","13342.65966","0","0","0","18685.84895","1918.857783","0","0","0","3846.458131","4137.781764","0","3340.940286","0","27215.71826","3756.228785","0","0","3915.587011","10308.41421","5813.069088","7632.311223","107075.3712","0","8973.621661","2056.024491","0","13967.22329","0","26161.1532","0"
"A5D984|A5D984_BOVIN;Q1JPG7|Q1JPG7_BOVIN","107394102.2","88740877.06","38837404.05","61304774.03","91230861.72","43015226.38","74713871.9","87927707.21","93013133.79","55312561.13","113779269.4","120481018.9","45518533.76","127946431.8","99752994.02","94565132.15","121358854.3","94479647.68","88129543.85","127366108.6","65473539.44","54001540.62","61447624.56","127418587.3","78028396.75","86170563.06","90052303.4","94145560.8","52171673.23","85480228.77","52662010.41","85907265.24"
"A0A3Q1MMP2|A0A3Q1MMP2_BOVIN","3855929.178","4271447.64","5051855.744","4178693.031","4352311.893","4825048.524","4421549.15","4677804.236","5202456.361","4835316.642","3936467.344","4581116.755","4627357.874","5326888.667","4183102.88","3975414.187","4545804.419","4724721.292","3739301.406","4236610.843","3989680.614","5479818.091","3804289.035","3833888.527","3266254.799","3619866.057","3723100.81","3315799.417","4364189.18","4143314.638","5568875.097","4927466.317"
"F1MD66|F1MD66_BOVIN;A0A3Q1LT59|A0A3Q1LT59_BOVIN","544954.0662","358124.0378","2133142.456","978591.8114","555927.1702","1454224.232","437097.1548","420509.2916","451640.4722","1317682.984","631942.0768","692888.0271","1687801.589","649982.5455","633708.9953","672155.0237","501003.8578","457013.8242","809305.8074","565316.314","561398.9348","1482963.893","391237.8914","425508.4787","394208.5756","404623.2607","597986.5862","1049852.454","2312890.613","570387.2379","1566212.505","694814.8622"
"Q3T0X5|PSA1_BOVIN","198483.7479","273202.1547","255861.5593","268760.4301","186770.9019","214436.3883","225005.7575","230435.6147","244414.2004","237345.281","188819.4717","227274.0616","319885.3133","258843.6476","192234.9818","256818.4015","231174.1348","230523.5081","260936.0094","278886.27","271821.2518","264680.2216","235936.1177","209217.2547","139972.8742","229459.1007","228460.204","243777.5377","294959.35","193937.157","241476.7075","220947.6978"
"A0A3Q1MTL6|A0A3Q1MTL6_BOVIN","7456.612962","17082.79139","28608.35022","7715.482494","32161.9801","6569.825499","44000.99198","29569.30672","10926.21169","12207.13364","2634.952069","5007.903307","15170.46721","0","4368.281101","6801.14193","4181.13179","10902.70407","20729.82427","16237.96815","30098.95252","24877.6521","15860.96355","0","0","22864.97433","14166.81716","4877.534735","4840.738141","12420.81552","6379.736834","7269.896885"
"F1N0X0|F1N0X0_BOVIN","13966243.65","14016248.71","42940678.33","16823553.3","14981777.67","41548054.9","14144552.01","14057595.9","18724574.66","34862327.39","12800476.93","14430424.37","23545309.31","18088052.98","13866176.55","14035896.48","12399379.78","16014126.53","13879566.58","13949920.76","12957069.05","28938991.42","13853720.02","13427281.1","12647708.8","12707344.14","19910411.26","30053001.12","36918330.88","14198803.76","37499968.46","11421617.56"
"A0A3Q1MBQ7|A0A3Q1MBQ7_BOVIN","41472.24848","41897.939","32599.50652","38679.17064","38268.00116","45718.2995","57615.7467","66205.73246","23876.16687","31550.41768","80681.59324","76406.57893","54231.04501","33650.81125","84230.03752","83236.17371","55004.20103","40203.78327","35862.83592","59846.38688","42088.24721","48639.67371","34393.34942","57736.51163","54634.21684","75605.59997","21746.12444","21735.80671","53919.31657","25253.50955","46834.3464","46628.42558"
"G3MZK7|G3MZK7_BOVIN","58687044.69","39762684.48","8827380.874","11407211.3","23828128.1","19544009.44","54633225.09","45337207.57","7278444.15","12722824.27","44064362.55","124800890.6","9556865.593","62252067.43","7699942.638","69320729.56","39731115.66","34467429.77","5586879.218","57802501.47","58553913.8","20624590.49","38125903.81","148657729.4","11294442.42","168219145.1","62788189.48","9562153.918","15394267.15","39923413.25","9783063.285","13246096.06"
"F1N2I5|F1N2I5_BOVIN;A0A3Q1LGS8|A0A3Q1LGS8_BOVIN","3990213.729","3950545.322","3017716.938","3347202.303","1870874.753","2828255.28","2826869.577","3441536.516","1866381.607","3048019.775","2989496.499","2289855.647","2984207.009","3723456.591","2344588.038","2433735.377","4022754.677","3317373.096","3131524.189","3031010.784","3266529.096","3832537.321","3670697.318","3086408.48","2105757.874","3273032.356","3762741.602","2221562.076","1570946.094","3954972.954","3770317.257","2248001.877"
"A0A3Q1LMK9|A0A3Q1LMK9_BOVIN","257171.9524","283004.4366","207728.8298","218773.8693","272079.0504","279796.9146","197292.5895","356151.1237","213327.0212","139632.7366","162596.2039","222906.7821","194957.1745","176634.4961","169765.6563","171896.0206","166260.3644","129370.1778","134537.8888","163076.796","169906.0158","200074.473","299170.6121","240123.7346","323351.2076","252166.1349","327360.1016","210129.1759","224123.8694","273828.6911","141090.3274","205362.7585"
"Q32KL9|BAP29_BOVIN","270362.7206","243816.307","285646.1711","198184.4428","200026.9948","158642.6532","216557.0638","221457.246","273115.5739","316289.1782","240781.5746","298146.22","193361.4928","290838.077","289687.2855","293789.5988","429319.3715","275718.8789","223534.9059","298694.3186","215705.5837","234033.6673","204276.7156","310897.4294","194038.3925","220054.8988","280056.1515","293688.4475","311137.7703","276035.8029","298657.4982","306388.2884"
"P00847|ATP6_BOVIN","241660.6166","203211.1398","75046.50569","80560.68221","192563.8841","652.9157758","109307.3691","190612.8927","84695.61739","6030.496665","184227.8304","39773.97457","33.06487592","126630.3081","70139.81206","78542.05593","317619.2492","9571.138124","64013.25509","150209.2296","141182.5359","3675.650393","88362.1687","173136.8931","27058.72882","19573.934","81888.63989","6590.945868","474.0626625","69290.60022","1355.297809","109683.7514"
"A0A452DJ78|A0A452DJ78_BOVIN","1148944.743","1051521.784","110352.0043","628970.5229","991842.7125","252829.951","1009058.371","1129824.944","1040947.757","200945.0559","1076553.987","1100151.539","196720.4777","1225565.475","932098.8423","912369.6343","1312558.101","1121931.516","673841.1228","1094109.763","932243.1668","232185.02","913814.8175","1264202.44","816145.3231","1011922.949","864128.3544","815549.8799","253714.7587","940638.837","253062.2707","884790.8286"
"A0A3Q1LWR2|A0A3Q1LWR2_BOVIN","309345.1153","294069.7825","147097.0776","331546.0783","256033.9773","197726.22","208376.7215","263144.3202","313720.7776","196881.7325","197323.2411","243375.9458","205874.7485","181331.5862","227083.1651","213336.4374","179556.2439","197253.6066","176505.5821","213009.1071","140584.4743","200283.6855","185526.4051","248785.4498","332249.4103","205741.1915","291614.9221","396384.1121","195304.2271","378122.9396","171554.4891","246081.9954"
"Q0VC48|TMOD4_BOVIN","4101741.107","4201217.689","5060866.077","3567817.44","3954172.478","4578957.917","3633166.615","4222249.994","2839123.715","4340047.991","4293406.482","4859585.763","4473491.849","4296236.212","3317850.667","4437678.67","4522712.277","4537076.706","2888902.897","4227159.867","4555062.248","4696138.481","4807280.826","4496905.765","3386037.569","4798790.397","4515242.514","3379633.121","4629538.523","3731375.597","5380847.977","4020241.265"
"A0A3Q1LXG3|A0A3Q1LXG3_BOVIN","1781987.845","1710103.33","4048599.246","1995721.17","1826036.67","3408490.34","1890531.72","1617367.388","2145704.611","3684115.493","2046439.63","2442083.275","3448266.935","2235253.913","2120331.918","1962804.377","1673644.956","2079822.406","2140582.336","2097219.827","1561085.366","3398467.354","1636447.637","1805997.024","1937297.078","1805204.861","2227169.563","1955739.797","3876220.495","2129238.956","3980928.583","2272560.371"
"P61585|RHOA_BOVIN","11150.79399","11077.93133","0","2867.128453","7981.253816","308.299428","13827.07533","13827.28834","12548.85816","509.7251901","5775.164204","6170.213183","470.4844879","3636.675044","5749.724089","6588.480629","4325.034033","7166.93923","4683.200173","5144.196348","7303.402667","107.3569797","8226.121358","6978.175606","13012.7982","11237.25305","4564.22042","3594.87063","16.09398688","9522.805731","0","5786.252718"
"G5E507|G5E507_BOVIN","112440.8398","102419.5056","715187.7719","157706.2777","167387.8528","673629.6396","100642.0769","101877.1939","93081.50594","517793.2264","146188.4498","120697.1017","451686.4523","139753.5612","125790.3588","159040.0008","143316.8021","201931.0845","179118.9509","163587.8754","124145.0478","385519.4123","87687.21652","109485.5158","85368.79321","116123.2042","118311.8796","105118.1807","495874.5282","113767.5906","660592.2001","105460.4683"
"A0A3Q1M0J3|A0A3Q1M0J3_BOVIN;A0A3Q1M4X9|A0A3Q1M4X9_BOVIN","1882586.138","1955220.338","2248554.021","1916197.765","1689550.752","2062248.452","1920437.834","1486416.54","1920379.521","2696840.644","1738755.757","2159011.79","1924505.152","2160553.665","2561224.935","2657102.207","2130242.798","2295210.724","2391697.993","2553209.122","1555588.342","2462771.707","1523917.08","2191100.216","1816132.319","1725701.848","2259591.822","2856350.54","3109367.082","1728933.931","2705959.265","2033377.603"
"A0A3Q1LIJ0|A0A3Q1LIJ0_BOVIN","135235.408","117384.817","287092.2213","89004.6603","196424.3353","224392.9785","115390.3562","150433.2824","179954.2881","88239.73545","245844.0308","381170.3872","379864.6197","335152.2733","116393.1252","285199.6551","264922.8372","207546.5987","224620.475","370324.9957","178958.9307","296418.2576","172196.9005","236749.8742","166815.6884","191459.7537","251004.6707","96425.99305","413897.2088","124346.9442","380266.6618","225493.7106"
"Q58DU5|PSA3_BOVIN","175411.0054","207403.9166","216695.5868","197534.5401","198359.3289","180324.781","216216.1861","177895.8743","152062.8044","252641.6132","189968.3538","183122.8654","261363.793","245282.9361","202395.5436","195841.2494","216642.583","224842.3212","245457.0033","227200.5607","207194.0273","211351.1342","248902.2803","166560.8842","213809.4948","192476.6773","209083.8793","220488.3599","229175.2056","198697.6847","213859.5887","220254.8452"
"A2VE06|A2VE06_BOVIN","16815.63295","22534.19559","22873.11358","12736.72683","31421.9916","31063.66693","24103.19008","18986.28051","27445.96366","27387.16187","18215.48499","15463.7479","44504.0831","13029.14156","14257.48907","16775.43126","36348.18482","24633.93728","28352.74338","35898.56061","10735.55424","6873.916135","18623.6391","22333.73228","17641.05904","24951.05736","18208.40807","14356.72196","17796.58624","24727.13305","25377.0197","29555.74543"
"F1MIU2|F1MIU2_BOVIN","1639544.851","974960.6172","1629842.28","486926.2961","1311069.507","1711413.169","1042284.63","483906.1398","715534.4627","1094019.602","682332.8007","1116940.087","1638132.375","985946.6727","218745.8004","1416958.061","1476740.375","1905360.911","648345.2536","798529.1029","1461590.442","1195163.181","1641387.244","1447293.342","754457.2748","1089795.995","891886.5265","693652.1185","976866.769","1191587.994","1363778.525","1127345.835"
"A0A3Q1LR67|A0A3Q1LR67_BOVIN","79072.73253","27860.34369","119996.603","91229.61368","61640.39335","91225.29188","67062.16397","55469.57764","52865.73884","76879.56681","54692.5287","82532.90774","112148.9868","24141.65934","24688.418","37385.94765","50293.03765","45767.42903","46695.3127","56839.8316","63448.83233","74980.75064","61172.31773","63088.31435","46692.45166","56912.53183","48333.59804","39954.37641","63308.57972","60288.51245","149910.0095","66774.25404"
"F1MJX3|F1MJX3_BOVIN","1148030.147","583374.881","667047.8607","814272.4022","665019.4824","497264.0201","979935.9867","891527.1262","640890.7956","717863.1389","678554.1098","737632.5835","720615.566","826473.4878","726005.6637","1216277.274","811110.1637","1238586.213","854433.0007","823433.673","573283.234","622426.6133","587339.6407","915155.8019","641567.7871","652078.7282","747003.1369","1029227.625","832778.7186","799938.6518","609577.4781","790993.5792"
"A0A3Q1LW57|A0A3Q1LW57_BOVIN","264001.3943","359385.7771","1001702.801","307305.5559","255420.589","944128.2922","222687.7096","311142.7565","332286.0245","720378.8574","374878.1258","474106.3434","1235842.978","453930.9313","378803.5507","338647.8312","438541.4131","296708.4891","459256.927","392797.5291","345040.542","1123321.635","306457.6035","376896.9057","251301.4717","306347.744","263003.4997","147785.2256","779394.373","338644.755","988705.7046","492348.4198"
"Q3SZA0|CSN4_BOVIN","105393.3856","92627.50023","257783.0973","51504.43201","65128.02661","92896.0121","89244.17071","78798.96786","61330.62919","97926.05986","164295.8479","174931.4757","127733.0106","153892.0497","97462.50327","47273.81242","179050.2719","41642.57408","100120.6472","151911.5219","90258.2341","140681.067","287885.952","66840.68181","226752.6933","212913.4654","139589.807","117448.2147","115282.6884","96803.81383","158769.43","173156.8925"
"E1BMW9|E1BMW9_BOVIN","65795.37154","57030.92016","151784.0828","91980.45377","131736.091","190871.7761","77578.41755","17374.63944","143098.9299","150860.5248","86355.37861","105179.3814","190545.3875","118533.5316","100408.5891","13999.48915","88933.83987","23305.69608","96532.62663","180747.9898","68084.50954","88174.9079","93212.81702","103527.9699","48374.80913","18580.40503","134933.0141","110661.5404","182108.8999","57300.80786","222033.9164","77398.09386"
"A0A3Q1LK16|A0A3Q1LK16_BOVIN;A0A3Q1LLC4|A0A3Q1LLC4_BOVIN;A0A3Q1LYW4|A0A3Q1LYW4_BOVIN;A0A3Q1N877|A0A3Q1N877_BOVIN;F1MJ90|F1MJ90_BOVIN;A0A3Q1M5W9|A0A3Q1M5W9_BOVIN","4626701.524","4108554.644","4201451.845","4097157.956","3563822.166","4035365.163","3818403.276","3340693.013","4142029.108","5727238.697","4210985.629","5958135.773","3839662.836","4760971.673","5904106.546","5843643.881","4491846.16","4430196.652","4957163.375","5011217.516","3301636.579","5006830.802","2848914.71","5177098.094","3301480.8","3495084.274","4420278.736","5873485.709","5669935.756","3948317.886","4908273.236","4278759.46"
"A0A452DJ69|A0A452DJ69_BOVIN","17002882.53","16665297.41","4205278.892","7723433.283","14528830.86","5805571.437","19743156.32","18004629.07","9527054.018","5284312.959","16321266.8","10775852.12","6448580.882","14360161.3","8636443.291","10434487.42","19775139.05","15955411.89","9939702.888","18186318.99","17592038.64","4836859.569","14712941.24","15815535.32","10884321.93","19412991.6","13013992.61","7464662.294","5109540.424","15086487.16","5105762.462","14478381"
"Q3ZBM1|ARHL1_BOVIN","869408.7689","578166.95","1263507.187","147204.0423","613366.2062","512885.4748","660652.8007","304842.1651","254394.0114","2241797.729","268507.8997","270510.9467","874984.4579","1309336.301","323756.2184","278121.3981","301041.3271","431005.2812","1569989.603","320114.501","208275.7958","746229.5768","374709.4553","453244.4018","757116.9826","484407.5103","427225.4732","822451.7489","792952.3617","736307.1336","945608.0198","288683.4538"
"A6QPG6|A6QPG6_BOVIN","163009.8563","68650.22119","1686528.496","262546.8526","611352.326","1495257.522","168857.4884","146481.8206","298888.6429","1073259.169","117821.4055","187515.0178","1773952.307","421411.451","171154.1174","86483.2974","159352.5168","190697.5287","638317.9075","132094.7083","102943.3268","1205606.612","131167.8246","192449.9405","162454.0484","102709.8782","758999.9201","334302.7794","1167515.736","228029.0008","1972587.419","156555.473"
"F6QH94|F6QH94_BOVIN","19190.97102","7680.460393","120281.1866","24939.32788","131856.2692","474002.7376","15914.08986","20341.92233","24342.25546","213079.0167","44905.57026","50291.14176","132170.0079","19824.98831","48665.88327","77965.4214","48889.293","62869.02636","41643.82059","67439.62255","67758.72695","103576.1143","5944.735861","37042.20585","743.1272466","5115.857088","124936.4595","201381.0801","128008.7447","16264.40741","371438.0898","53581.27756"
"Q85BD6|Q85BD6_BOVIN","48973.3799","38193.06725","0","22019.51234","101087.9026","0","79144.36961","47452.26006","17637.91801","0","63899.54219","20936.13184","0","29557.26836","42833.54657","34040.88959","84208.18641","30517.73876","8496.286109","46425.78397","15366.61186","0","56700.03384","91056.87387","35631.4491","44393.60982","38164.6311","19748.64569","0","23084.0843","0","10646.96293"
"A0A3Q1M831|A0A3Q1M831_BOVIN","391131.917","622751.2681","71202.43313","156950.1577","583993.7858","173734.165","525965.4798","516175.8361","455207.1004","94627.62359","426898.8034","289347.7635","190062.4074","351380.6328","291134.8685","275123.9808","439969.7521","384753.6649","176244.865","424555.2942","411796.4054","52025.24027","373262.3183","434117.2316","369792.9459","561004.4546","429315.6987","275017.6162","52757.08108","412622.6533","110730.1128","279292.2201"
"E1BDJ9|E1BDJ9_BOVIN;Q8SQ24|MYOZ1_BOVIN","39226788.12","39429890.22","4016627.401","26325120.63","40004519.55","5005769.701","37576010.13","48254277.81","37850277.97","5026573.28","51210328.53","37713924.31","5306992.005","43794924.41","37707256.95","37101587.45","52970338.61","41970122.95","30616166.71","50097040.43","36466416.9","6140306.53","35645206.83","50331167.2","31397212.24","41858591","34543846.01","28546959.17","5471127.367","33350004.87","6686061.972","41662572.4"
"E1BH45|E1BH45_BOVIN","10579.8432","27706.3958","190.3808192","69069.1796","18339.85523","3614.769825","50513.90302","50454.76768","15960.83176","0","10997.07843","6480.158341","3805.138772","6241.18108","8552.703689","10588.54407","12662.88657","32469.18422","15709.03535","8029.281951","19998.67742","123.3236712","30141.84397","10604.46338","20191.42108","20502.03111","9569.644969","7095.905746","1673.227939","22496.23611","2771.508664","19441.20295"
"A0A3Q1M1R3|A0A3Q1M1R3_BOVIN","77785610.28","82864755.08","17549619.53","47725650.17","66716301.34","14607991.3","78308687.01","88460013.31","78349741.32","15515367.68","90419052.42","71575843.83","17952507.68","81638685.32","65655928.89","66011993.34","89470488.15","82567838.97","53354986.95","78431179.88","62422507.93","18918329.63","56049176.17","81177743.32","56962067.43","73490422.21","50338751.97","47894622.42","15194418.41","59684380.03","17115403.74","67097913.79"
"P07107|ACBP_BOVIN;A0A3Q1M8I0|A0A3Q1M8I0_BOVIN","1462707.322","1424133.352","286856.9436","1295670.661","797666.2829","248997.1798","1566658.078","1017885.755","509871.8277","382118.2669","952848.4444","1805964.128","175204.9858","1478436.263","893843.0427","1288696.341","1110911.329","1220222.165","482108.4015","2262309.668","1690544.359","641267.5891","1399495.956","2939927.742","1816095.525","3402485.558","1731499.627","527229.3603","471895.3667","1174850.145","321910.8227","628388.9379"
"A6QPA6|A6QPA6_BOVIN","161610960.5","183240899.1","188416110","250436914.7","159755657.9","146030674.5","161868107.7","195912949.8","187392794.8","146122875.6","154839894.5","190950861.2","169611053.6","173095379.5","167716271.5","175396691.1","156527352","203092211.3","176779632.1","155217479.5","156427432.8","193315187.9","120015644.6","165191795.5","126838832.4","141304710.1","152459046.8","172462122.1","190313171.1","163071017.9","156817754.8","159212873.3"
"Q2TA20|SPT22_BOVIN","5670791.138","4951226.077","7201554.061","5351505.831","5015924.604","5478768.236","4970582.074","4669089.284","5699408.388","6266425.025","5589568.678","6435646.192","6540413.14","7353445.014","6338805.894","6044867.01","6306432.292","6527662.726","6798765.121","6602561.404","5473796.428","7334389.091","5246287.971","6332080.801","4331543.837","5473161.603","5219199.051","5734629.934","6698677.586","5170312.51","7566578.643","6625902.273"
"P10096|G3P_BOVIN;A0A3Q1M8J9|A0A3Q1M8J9_BOVIN;Q2KJE5|G3PT_BOVIN","618394767","660124262.6","19871344.54","343326704.2","417727085.9","18077650.03","590323739.7","642098353.7","513038044.7","23853551.46","738290400.9","533290233.7","36919582.75","609309150.8","489754202.1","557577829.7","759278692.1","627358976.7","392123662.4","618948484.1","470389127.6","49010187.35","333332894.7","649520981.5","343494674","532096260.9","309452237.7","370111338.4","42786405.36","430102231.7","24141396.68","474733820.2"
"F1MB90|F1MB90_BOVIN","13310.61036","18288.51849","895.4319777","89642.47531","12539.7675","18891.5512","21581.38442","28548.0363","22274.84747","4225.484105","66073.79639","82150.11827","5743.106168","30826.33403","78479.55117","96683.41022","111927.661","48166.69503","21824.54376","69598.81301","131563.7286","908.9696293","45745.12503","121308.6389","36469.84608","55924.35318","23847.55665","27118.00847","748.9514193","29719.08069","2534.3362","38495.91701"
"A0A3Q1LRD1|A0A3Q1LRD1_BOVIN;Q08DP0|PGM1_BOVIN;F1MJS4|F1MJS4_BOVIN","127027033.4","127991865.2","145402260.5","122660884.6","117240969.8","111895090.6","116454269.7","141303743.7","124440016.5","145611768.3","136172664.4","117744582","135998357","138409133.8","69596150.8","125933828.4","155785821.5","81905374.6","145811269.4","162708054.8","117637460.9","155483561.5","103036807.7","130500036.1","89154276.65","120853951.7","110912037.5","127329697.8","122792382.2","124436315.4","161678958","131299098.2"
"A1L578|A1L578_BOVIN;E1BNE7|E1BNE7_BOVIN","30450.47646","32761.90249","11037.12772","107435.1293","185661.9901","376891.7273","93927.3116","94099.95615","97773.50734","195315.2238","180080.5479","96566.58746","214719.8349","90784.41711","58631.19919","157178.5112","154038.6885","106987.9548","69879.48369","358594.9293","70920.24955","245117.0152","217845.0792","122909.3659","306637.7826","173140.2854","238400.2889","56942.54019","30564.22568","397360.8301","995890.1572","545644.4375"
"A0A140T8B6|A0A140T8B6_BOVIN;A0A3Q1M0N5|A0A3Q1M0N5_BOVIN","1282061.634","1246536.686","875176.6049","979634.6248","1313391.52","1097834.277","1003294.57","1190452.856","1243806.616","629002.1706","805901.2908","977306.5427","871373.9641","761389.3287","588900.233","731322.2076","848185.0398","756024.5599","701132.1166","710621.443","651333.5833","929671.9746","969301.9025","787753.8678","1007342.205","827112.535","1557048.825","692743.8111","988637.6133","1271099.967","568751.7043","861893.4817"
"Q2NL34|COQ9_BOVIN","204258.3593","64696.49582","9746.350943","20971.37581","176157.8283","645618.3111","175917.8673","68335.08226","0","105558.7349","273349.4348","172140.329","125309.2382","156640.2323","3928.083771","250180.5049","213915.5653","94604.77455","0","186210.8196","398886.2799","143281.0192","285051.6482","431357.3192","5558.201689","450604.1389","200021.9999","5323.246772","60254.599","232535.3159","228163.4649","6048.027645"
